Date,Time,Time Zone,Category,Item,Quantity,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option
9/12/2015,14:25:08,Eastern Time (US & Canada),Gilah Press + Design,Tea Towel by Gilah Press,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,jUXIt2U62QqaaftMQG2T6yMF,jUXIt2U62QqaaftMQG2T6yMF,Andrew Cook,"Tea Towels - 12 ea of 8 designs
$12.00 (20 x 28)",https://squareup.com/dashboard/sales/transactions/jUXIt2U62QqaaftMQG2T6yMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,14:12:38,Eastern Time (US & Canada),Chesapeake Compost Works,Chesapeake Compost,1,Chesapeake Worm Castings ,,,$6.00 ,$0.00 ,$6.00 ,$0.36 ,ycXcvMCwjG3qiS2uEbR3BxMF,ycXcvMCwjG3qiS2uEbR3BxMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/ycXcvMCwjG3qiS2uEbR3BxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,14:12:38,Eastern Time (US & Canada),Gilah Press + Design,Coaster Set - (4 per set) by Gilah Press,1,Regular,,,$8.00 ,$0.00 ,$8.00 ,$0.48 ,ycXcvMCwjG3qiS2uEbR3BxMF,ycXcvMCwjG3qiS2uEbR3BxMF,Andrew Cook,"Coaster Sets - 2 ea of 7 designs
$8.00 (4 x 4 x .5)",https://squareup.com/dashboard/sales/transactions/ycXcvMCwjG3qiS2uEbR3BxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,14:12:38,Eastern Time (US & Canada),Write Pads,Pocket Ledger Notebook by Write Note Pads,1,Regular,,,$9.00 ,$0.00 ,$9.00 ,$0.54 ,ycXcvMCwjG3qiS2uEbR3BxMF,ycXcvMCwjG3qiS2uEbR3BxMF,Andrew Cook,"Pocket Ledger Notebook (5) - $9.00 3"" x 6"" 120 pages of ledger paper.",https://squareup.com/dashboard/sales/transactions/ycXcvMCwjG3qiS2uEbR3BxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,14:11:25,Eastern Time (US & Canada),Damn Good Doormats,Doormat,1,Welcome Hon!,,,$45.00 ,$0.00 ,$45.00 ,$2.70 ,BFC7CAxrdV0sKug9X0QoWwMF,BFC7CAxrdV0sKug9X0QoWwMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/BFC7CAxrdV0sKug9X0QoWwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,14:05:56,Eastern Time (US & Canada),Ideal Vessel Co.,Wicker Pot with flat leaf moss by Ideal Vase Co,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$1.20 ,fR3zZN6ph2OMlDLkcE3WmvMF,fR3zZN6ph2OMlDLkcE3WmvMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/fR3zZN6ph2OMlDLkcE3WmvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:59:43,Eastern Time (US & Canada),None,Custom Amount,1,,,,$15.00 ,$0.00 ,$15.00 ,$0.90 ,gTi5bG5nuRFUJziQ3nDuwxMF,gTi5bG5nuRFUJziQ3nDuwxMF,Andrew Cook,Ronit earrings pendant,https://squareup.com/dashboard/sales/transactions/gTi5bG5nuRFUJziQ3nDuwxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:34:09,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Salted Chocolate Chip Cookie,,,$6.50 ,$0.00 ,$6.50 ,$0.39 ,ph2Nz4ZCZKgMg9Xbi39HMyMF,ph2Nz4ZCZKgMg9Xbi39HMyMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/ph2Nz4ZCZKgMg9Xbi39HMyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:34:09,Eastern Time (US & Canada),Red Prairie Press,Red Fern Print Organic Tshirt Dress by Red Prairie Press,1,Regular,,,$48.00 ,$0.00 ,$48.00 ,$2.88 ,ph2Nz4ZCZKgMg9Xbi39HMyMF,ph2Nz4ZCZKgMg9Xbi39HMyMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/ph2Nz4ZCZKgMg9Xbi39HMyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:26:43,Eastern Time (US & Canada),Red Prairie Press, Plum Bmore Map Print Tee by Red Prairie Press,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,xO5vyLvXdRgfgDQY4EgiA0MF,xO5vyLvXdRgfgDQY4EgiA0MF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/xO5vyLvXdRgfgDQY4EgiA0MF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:26:43,Eastern Time (US & Canada),Red Prairie Press,Heather Gray Bmore Map Print Tee by Red Prairie Press,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,xO5vyLvXdRgfgDQY4EgiA0MF,xO5vyLvXdRgfgDQY4EgiA0MF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/xO5vyLvXdRgfgDQY4EgiA0MF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:22:17,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Ginger snaps,,,$6.50 ,$0.00 ,$6.50 ,$0.39 ,UbulK5eOxtzILEykVN8KotMF,UbulK5eOxtzILEykVN8KotMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/UbulK5eOxtzILEykVN8KotMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:11:08,Eastern Time (US & Canada),Baltimore Print Studios,Endgrain by Baltimore Print Studios,1,on grey,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,h0kvaNs7yUGgdwsZOVNI3vMF,h0kvaNs7yUGgdwsZOVNI3vMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/h0kvaNs7yUGgdwsZOVNI3vMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/12/2015,13:11:08,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Salted Chocolate Chip Cookie,,,$6.50 ,$0.00 ,$6.50 ,$0.39 ,h0kvaNs7yUGgdwsZOVNI3vMF,h0kvaNs7yUGgdwsZOVNI3vMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/h0kvaNs7yUGgdwsZOVNI3vMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,19:45:54,Eastern Time (US & Canada),Lynne Molner Ceramics,Mug by Lynne Molner Ceramics,2,Regular,,,$26.00 ,$0.00 ,$26.00 ,$1.56 ,NOgFF3CHXG4gtJZHT0csbuMF,NOgFF3CHXG4gtJZHT0csbuMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/NOgFF3CHXG4gtJZHT0csbuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,19:27:02,Eastern Time (US & Canada),Damn Good Doormats,Doormat,1,No Admittance,,,$45.00 ,$0.00 ,$45.00 ,$2.70 ,cxcI1G2qJuW4QrI77bdTftMF,cxcI1G2qJuW4QrI77bdTftMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/cxcI1G2qJuW4QrI77bdTftMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,18:19:38,Eastern Time (US & Canada),This Sporting Life,Tshirt by This Sporting Life,1,Regular,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,ZmfwdXqb9vGd765YkCgeVzMF,ZmfwdXqb9vGd765YkCgeVzMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/ZmfwdXqb9vGd765YkCgeVzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,18:16:35,Eastern Time (US & Canada),Almanac Industries,Standard Blank Books  Almanac Industries,1,Regular,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,Mr4ZuuDaM92VNgnZcXiuryMF,Mr4ZuuDaM92VNgnZcXiuryMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/Mr4ZuuDaM92VNgnZcXiuryMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,17:37:56,Eastern Time (US & Canada),Zimmerman Woodworks,Incense Burners by Zimmerman Woodworks,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,DDQQloqAAMiLUTgL5F2nQuMF,DDQQloqAAMiLUTgL5F2nQuMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/DDQQloqAAMiLUTgL5F2nQuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,17:37:56,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Black Pepper Short Bread,,,$6.50 ,$0.00 ,$6.50 ,$0.39 ,DDQQloqAAMiLUTgL5F2nQuMF,DDQQloqAAMiLUTgL5F2nQuMF,Andrew Cook,,https://squareup.com/dashboard/sales/transactions/DDQQloqAAMiLUTgL5F2nQuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,15:09:20,Eastern Time (US & Canada),Almanac Industries,Card Case Almanac Industries,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,3CqpjOiyZjb7TTDhE0RoMRyeV,OaHBJCEjeUMA0RqHATzPIvMF,iPhone,,https://squareup.com/dashboard/sales/transactions/3CqpjOiyZjb7TTDhE0RoMRyeV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,15:09:20,Eastern Time (US & Canada),Station North Arts & Entertainment District,Open Walls Baltimore 2 Catalog,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,3CqpjOiyZjb7TTDhE0RoMRyeV,OaHBJCEjeUMA0RqHATzPIvMF,iPhone,,https://squareup.com/dashboard/sales/transactions/3CqpjOiyZjb7TTDhE0RoMRyeV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,13:10:56,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Salted Chocolate Chip Cookie,,,$6.50 ,$0.00 ,$6.50 ,$0.39 ,NJSYsYEntdI0tBhKxntwD01eV,XtpyZo7mD5OpdCffq7HBHwMF,iPhone,,https://squareup.com/dashboard/sales/transactions/NJSYsYEntdI0tBhKxntwD01eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,13:10:56,Eastern Time (US & Canada),Crump and Kwash ,Pencil Holder by Crump and Kwash,1,Regular,,,$45.00 ,$0.00 ,$45.00 ,$2.70 ,NJSYsYEntdI0tBhKxntwD01eV,XtpyZo7mD5OpdCffq7HBHwMF,iPhone,"Pencil Holder - 6 - $45 ea - 4""x2.5""x2.5"" ",https://squareup.com/dashboard/sales/transactions/NJSYsYEntdI0tBhKxntwD01eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,13:10:56,Eastern Time (US & Canada),3 Clothing,Tie-Waist Hoodie by 3 Clothing,1,Regular,,,$75.00 ,$0.00 ,$75.00 ,$4.50 ,NJSYsYEntdI0tBhKxntwD01eV,XtpyZo7mD5OpdCffq7HBHwMF,iPhone,,https://squareup.com/dashboard/sales/transactions/NJSYsYEntdI0tBhKxntwD01eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,12:06:56,Eastern Time (US & Canada),This Sporting Life,Mobtown Mad O's hat by This Sporting Life,1,Regular,,,$45.00 ,$0.00 ,$45.00 ,$2.70 ,PuEGNPSlkn9qO2fzAAEML1neV,JEawrAmOBYz7raVrQy3kNwMF,iPhone,,https://squareup.com/dashboard/sales/transactions/PuEGNPSlkn9qO2fzAAEML1neV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,11:55:45,Eastern Time (US & Canada),JUL Design,Leather Traveler Notebook by JUL Design,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,NxOAmudGjP1FjnINESb3gq9eV,fNdyrDYo5EhQY1HDYNvYsxMF,iPhone,,https://squareup.com/dashboard/sales/transactions/NxOAmudGjP1FjnINESb3gq9eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/11/2015,11:55:45,Eastern Time (US & Canada),Bower Box,Woodcut individual card by Bower Box,2,Regular,,,$10.00 ,$0.00 ,$10.00 ,$0.60 ,NxOAmudGjP1FjnINESb3gq9eV,fNdyrDYo5EhQY1HDYNvYsxMF,iPhone,,https://squareup.com/dashboard/sales/transactions/NxOAmudGjP1FjnINESb3gq9eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:28:45,Eastern Time (US & Canada),Baltimore Print Studios,BaltAmour by Baltimore Print Studios,1,Green,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,RAnYNbI8oB9F89Sa46LDwzMF,RAnYNbI8oB9F89Sa46LDwzMF,Sarah,,https://squareup.com/dashboard/sales/transactions/RAnYNbI8oB9F89Sa46LDwzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:28:45,Eastern Time (US & Canada),Zimmerman Woodworks,Lamp by Zimmerman Woodworks,1,Oak Desk Lamp,,,$85.00 ,$0.00 ,$85.00 ,$5.10 ,RAnYNbI8oB9F89Sa46LDwzMF,RAnYNbI8oB9F89Sa46LDwzMF,Sarah,,https://squareup.com/dashboard/sales/transactions/RAnYNbI8oB9F89Sa46LDwzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:25:39,Eastern Time (US & Canada),Megan Jones Illustration,Ceramic Deer Planter with succulents by Megan Jone Illustration,1,Regular,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,YZiUuZZ0kOcweVrRDPJWCwMF,YZiUuZZ0kOcweVrRDPJWCwMF,Sarah,"Ceramic Deer Planters with succulents, x12, $30, 6""x7""x6""",https://squareup.com/dashboard/sales/transactions/YZiUuZZ0kOcweVrRDPJWCwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:25:39,Eastern Time (US & Canada),Luke Works,Concrete Planter by Luke Works ,1,White,,,$50.00 ,$0.00 ,$50.00 ,$3.00 ,YZiUuZZ0kOcweVrRDPJWCwMF,YZiUuZZ0kOcweVrRDPJWCwMF,Sarah,"Concrete planters: $50, comes in white or grey.
3″ x 3″ x 12″ and can host 4 succulents comfortably.",https://squareup.com/dashboard/sales/transactions/YZiUuZZ0kOcweVrRDPJWCwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:25:39,Eastern Time (US & Canada),IAC tote,IAC tote,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,YZiUuZZ0kOcweVrRDPJWCwMF,YZiUuZZ0kOcweVrRDPJWCwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/YZiUuZZ0kOcweVrRDPJWCwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:23:34,Eastern Time (US & Canada),Object Guerilla,Object Guerilla Book,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$1.20 ,7NXGEFJomj2eUoLnwLrUQuMF,7NXGEFJomj2eUoLnwLrUQuMF,Sarah,,https://squareup.com/dashboard/sales/transactions/7NXGEFJomj2eUoLnwLrUQuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:03:25,Eastern Time (US & Canada),Priya Means Love,Lavender + Seamoss Perfume by Priya Means Love,1,5 ml,,,$19.00 ,$0.00 ,$19.00 ,$1.14 ,ECRrtOvMKOBIcUfcOzemyyMF,ECRrtOvMKOBIcUfcOzemyyMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ECRrtOvMKOBIcUfcOzemyyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,20:03:25,Eastern Time (US & Canada),None,Zipper Pouch / Creative King,1,Regular,,,$12.00 ,$0.00 ,$12.00 ,$0.72 ,ECRrtOvMKOBIcUfcOzemyyMF,ECRrtOvMKOBIcUfcOzemyyMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ECRrtOvMKOBIcUfcOzemyyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:42:47,Eastern Time (US & Canada),Almanac Industries,Mini Keychain  Almanac Industries,1,Regular,,,$10.00 ,$0.00 ,$10.00 ,$0.60 ,4RTJCwFpnZUAyh7bfzlh4yMF,4RTJCwFpnZUAyh7bfzlh4yMF,Sarah,,https://squareup.com/dashboard/sales/transactions/4RTJCwFpnZUAyh7bfzlh4yMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:42:02,Eastern Time (US & Canada),Pbody Dsign," Seriously Squirrels ""Guess"" (green)  by Pbody Design",1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$1.20 ,JHqhSIuVjR556nuXiBIk1yMF,JHqhSIuVjR556nuXiBIk1yMF,Sarah,"Seriously Squirrels ""Guess"" (green) (15) $20 each",https://squareup.com/dashboard/sales/transactions/JHqhSIuVjR556nuXiBIk1yMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:39:35,Eastern Time (US & Canada),This Sporting Life,Patch by This Sporting Life,1,Regular,,,$5.00 ,$0.00 ,$5.00 ,$0.30 ,VJ0iswF2Lb9ZrTm894SObuMF,VJ0iswF2Lb9ZrTm894SObuMF,Sarah,,https://squareup.com/dashboard/sales/transactions/VJ0iswF2Lb9ZrTm894SObuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:31:56,Eastern Time (US & Canada),IAC tote,IAC tote,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,9RyfH4DApjTXcO3hcpCmltMF,9RyfH4DApjTXcO3hcpCmltMF,Sarah,,https://squareup.com/dashboard/sales/transactions/9RyfH4DApjTXcO3hcpCmltMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:24:42,Eastern Time (US & Canada),Treason Toting,Gordon Weekender by Treason Toting,1,Regular,,,$180.00 ,$0.00 ,$180.00 ,$10.80 ,mvt2bEdXcQsHCsCunoq1OxMF,mvt2bEdXcQsHCsCunoq1OxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/mvt2bEdXcQsHCsCunoq1OxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:20:11,Eastern Time (US & Canada),Custom 3D Stuff,3D Printed Earrings by Custom 3D Stuff,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,T02sAWSdLmBMOoPN5HwloxMF,T02sAWSdLmBMOoPN5HwloxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/T02sAWSdLmBMOoPN5HwloxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/9/2015,19:14:33,Eastern Time (US & Canada),IAC tote,IAC tote,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,yuV1qIfM1MjxBU9n6SOoiwMF,yuV1qIfM1MjxBU9n6SOoiwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/yuV1qIfM1MjxBU9n6SOoiwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,16:13:11,Eastern Time (US & Canada),Bower Box,Woodcut individual card by Bower Box,1,Regular,,,$5.00 ,$0.00 ,$5.00 ,$0.30 ,PnaaxbIPBiWZvaIBSETEXyMF,PnaaxbIPBiWZvaIBSETEXyMF,Sarah,,https://squareup.com/dashboard/sales/transactions/PnaaxbIPBiWZvaIBSETEXyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,15:51:06,Eastern Time (US & Canada),Brothers Rich,Brother Rich Hat by Brothers Rich,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,imtOjpQNDIMtoh1yE3zzytMF,imtOjpQNDIMtoh1yE3zzytMF,Sarah,,https://squareup.com/dashboard/sales/transactions/imtOjpQNDIMtoh1yE3zzytMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,15:51:06,Eastern Time (US & Canada),Creative King,Hat by Creative King,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,imtOjpQNDIMtoh1yE3zzytMF,imtOjpQNDIMtoh1yE3zzytMF,Sarah,,https://squareup.com/dashboard/sales/transactions/imtOjpQNDIMtoh1yE3zzytMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,15:43:02,Eastern Time (US & Canada),Write Pads,Left-handed Notebook (Plain) by Write Note Pads,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,QfRQMOlX7hvR2ROsT2IJavMF,QfRQMOlX7hvR2ROsT2IJavMF,Sarah,"Left-handed Notebook (Plain) (5) $16.00 - 5.5"" x 8.5"" 120 pages of plain paper. ",https://squareup.com/dashboard/sales/transactions/QfRQMOlX7hvR2ROsT2IJavMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,15:29:15,Eastern Time (US & Canada),Becca and Mars,Hand Candy Sugar Scrub by Becca and Mars,1,Lavender Love,,,$10.00 ,$0.00 ,$10.00 ,$0.60 ,oxWgNlKsALDtJJyY2FA2KzMF,oxWgNlKsALDtJJyY2FA2KzMF,Sarah,Hand Candy Sugar Scrub,https://squareup.com/dashboard/sales/transactions/oxWgNlKsALDtJJyY2FA2KzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,14:50:45,Eastern Time (US & Canada),Red Prairie Press,Heather Gray Bmore Map Print Tee by Red Prairie Press,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,8W1GhqnTk8zohSe6f5oPcvMF,8W1GhqnTk8zohSe6f5oPcvMF,Sarah,,https://squareup.com/dashboard/sales/transactions/8W1GhqnTk8zohSe6f5oPcvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:57:42,Eastern Time (US & Canada),Vivien Wise,Reusable snack pack by Vivian Wise,1,small,,,$8.00 ,$0.00 ,$8.00 ,$0.48 ,1MscCB0f4szeGrnfiuLBJyMF,1MscCB0f4szeGrnfiuLBJyMF,Sarah,,https://squareup.com/dashboard/sales/transactions/1MscCB0f4szeGrnfiuLBJyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:54:46,Eastern Time (US & Canada),Becca and Mars,Lip Balm by Becca and Mars,1,Lime Coconut,,,$3.50 ,$0.00 ,$3.50 ,$0.00 ,x7bXwPb0W4S1auGAQ6fUCzMF,x7bXwPb0W4S1auGAQ6fUCzMF,Sarah,,https://squareup.com/dashboard/sales/transactions/x7bXwPb0W4S1auGAQ6fUCzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:46:46,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Orange Tarragon Almonds,,,$10.50 ,$0.00 ,$10.50 ,$0.63 ,J9Tw5q7P86utgzzm4d1k7xMF,J9Tw5q7P86utgzzm4d1k7xMF,Sarah,,https://squareup.com/dashboard/sales/transactions/J9Tw5q7P86utgzzm4d1k7xMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:41:23,Eastern Time (US & Canada),Bower Box,Bee Flag by Bower Box,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,ze9RMt3vxCIbS1YOXtou8zMF,ze9RMt3vxCIbS1YOXtou8zMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ze9RMt3vxCIbS1YOXtou8zMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:31:34,Eastern Time (US & Canada),Baltimore Print Studios,Brayer Roll by Baltimore Print Studios,1,on grey,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,VOgxNSgcE9QkUE93yvxHOwMF,VOgxNSgcE9QkUE93yvxHOwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/VOgxNSgcE9QkUE93yvxHOwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:00:35,Eastern Time (US & Canada),Gilah Press + Design,Coaster Set - (4 per set) by Gilah Press,1,Regular,,,$8.00 ,$0.00 ,$8.00 ,$0.48 ,pMDvwUU8n3Lg0OquE5pxNwMF,pMDvwUU8n3Lg0OquE5pxNwMF,Sarah,"Coaster Sets - 2 ea of 7 designs
$8.00 (4 x 4 x .5)",https://squareup.com/dashboard/sales/transactions/pMDvwUU8n3Lg0OquE5pxNwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,13:00:35,Eastern Time (US & Canada),Becca and Mars,Hand Candy Sugar Scrub by Becca and Mars,1,Orange Creamsicle,,,$10.00 ,$0.00 ,$10.00 ,$0.60 ,pMDvwUU8n3Lg0OquE5pxNwMF,pMDvwUU8n3Lg0OquE5pxNwMF,Sarah,Hand Candy Sugar Scrub,https://squareup.com/dashboard/sales/transactions/pMDvwUU8n3Lg0OquE5pxNwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,12:59:32,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Salted Chocolate Chip Cookie,,,$6.50 ,$0.00 ,$6.50 ,$0.39 ,oP1s07p8O2OBLrcwIOOIcvMF,oP1s07p8O2OBLrcwIOOIcvMF,Sarah,,https://squareup.com/dashboard/sales/transactions/oP1s07p8O2OBLrcwIOOIcvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/6/2015,12:55:20,Eastern Time (US & Canada),Red Prairie Press,Navy Blue Bmore Map Print Tee by Red Prairie Press,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,FQH80UrhUvgtouEOvxvGbwMF,FQH80UrhUvgtouEOvxvGbwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/FQH80UrhUvgtouEOvxvGbwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/5/2015,18:20:30,Eastern Time (US & Canada),Kinderhook Snacks,Kinderhook Snacks,1,Rosemary Brown Sugar Walnuts,,,$10.50 ,$0.00 ,$10.50 ,$0.63 ,80EvpBUxffsnwsGy8tN7twMF,80EvpBUxffsnwsGy8tN7twMF,Sarah,,https://squareup.com/dashboard/sales/transactions/80EvpBUxffsnwsGy8tN7twMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/5/2015,18:18:23,Eastern Time (US & Canada),Gilah Press + Design, Notebook by Gilah Press,1,Regular,,,$12.00 ,$0.00 ,$12.00 ,$0.72 ,Xm5vmXVY7Wgp8srigH6mdzMF,Xm5vmXVY7Wgp8srigH6mdzMF,Sarah,"Notebooks - 2 ea of 7 designs
$12.00 (4 x 7 x .25)",https://squareup.com/dashboard/sales/transactions/Xm5vmXVY7Wgp8srigH6mdzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
